gene	mid	chrom	start	end
TM4SF18	641493910.5	3	149036283	149051550
TM4SF1	641541224.5	3	149086807	149095654
TM4SF4	641656408.5	3	149191759	149221070
WWTR1	641778035	3	149235020	149421062
COMMD2	641913265.5	3	149456255	149470288
ANKUB1	641944745	3	149478890	149510612
RNF13	642055227	3	149530555	149679911
PFN2	642135787.5	3	149682689	149688898
RP11-651P23.5	642145822.5	3	149694540	149697117
RP11-167H9.4	642294251	3	149756999	149931515
RP11-167H9.5	642381463	3	149919959	149942979
RP11-483E7.1	642444173.5	3	149983197	150005162
TSC22D2	642605164	3	150126120	150184220
SERP1	642740367	3	150259783	150320963
EIF2A	642733249	3	150264479	150302031
SELT	642784642.5	3	150321073	150348224
FAM194A	642849699	3	150377670	150421740
CLRN1-AS1	643134386	3	150570269	150798515
FAM188B2	643050454.5	3	150588830	150612091
CLRN1	643118103	3	150645721	150690497
MED12L	643429762	3	150804674	151154862
GPR171	643368293	3	150915617	150920981
P2RY14	643413074	3	150929903	150996257
GPR87	643473309.5	3	151011889	151034742
P2RY13	643495712	3	151044098	151047338
IGSF10	643613883.5	3	151151280	151176499
RP11-454C18.1	643815352	3	151354960	151375756
AADACL2	643913628.5	3	151451713	151475556
RP11-64D22.5	643970648.5	3	151515270	151526039
AADAC	643989044.5	3	151531823	151546278
SUCNR1	644046912	3	151591429	151602407
RP11-246A10.1	644302731.5	3	151835960	151869515
MBNL1	644534692.5	3	151985827	152183570
P2RY1	645004282.5	3	152552734	152555843
RP11-292E2.1	645533429.5	3	153074894	153091977
C3orf79	645661379	3	153202282	153220488
RP11-23D24.2	645850430.5	3	153102896	153697977
RP11-217E22.5	646078964	3	153599313	153658627
ARHGEF26-AS1	646240588.5	3	153742188	153839001
ARHGEF26	646357198	3	153838790	153975618
DHX36	646466304.5	3	153990333	154042288
GPR149	646551476.5	3	154055459	154147506
RP11-439C8.1	647011799.5	3	154544803	154578808
MME	647299460.5	3	154797434	154901499
PLCH1	647745743.5	3	155197669	155393830
C3orf33	647952222	3	155480399	155524057
SLC33A1	648005484	3	155538811	155572169
GMPS	648075064	3	155588323	155661817
KCNAB1	648497329.5	3	155838335	156256336
SSR3	648715445	3	156257927	156272975
TIPARP	648858580.5	3	156392632	156424541
LINC00886	648949973	3	156465133	156534825
LEKR1	649104001	3	156544094	156763920
LINC00880	649270118.5	3	156799454	156840795
CCNL1	649321666	3	156865340	156878004
RP11-550I24.2	649398102	3	156893134	157003082
VEPH1	649549367.5	3	156977529	157221218
PTX3	649607991.5	3	157154576	157161419
C3orf55	649740098	3	157261184	157319024
RP11-290K4.2	650220382.5	3	157734003	157806774
SHOX2	650269442.5	3	157814946	157823951
RSRC1	650495226.5	3	157827839	158262626
MLF1	650756113.5	3	158289047	158323192
GFM1	650836209.5	3	158362065	158410366
LXN	650837336.5	3	158384201	158390484
RARRES1	650882577	3	158414679	158450487
RP11-379F4.4	650925981.5	3	158450114	158501861
MFSD1	650983575	3	158519652	158547510
IQCJ-SCHIP1	651651094	3	158787051	159615149
IQCJ	651335298.5	3	158787115	158983494
IL12A	652160162	3	159706535	159713801
IL12A-AS1	652228028	3	159631187	159924881
IFT80	652496041	3	159974772	160117322
SMC4	652584915	3	160117090	160152752
TRIM59	652610448	3	160153289	160167619
KPNA4	652698073.5	3	160212781	160283378
PPM1L	653085339.5	3	160473994	160796697
B3GALNT1	653262406	3	160801683	160823141
NMD3	653404563.5	3	160939345	160969794
SPTSSB	653526618	3	161062578	161090670
RP11-3P17.4	653605116.5	3	161144213	161166032
RP11-3P17.5	653597144.5	3	161146898	161147403
OTOL1	653668157	3	161214594	161221732
CT64	655408054	3	162895029	163021091
RP11-10O22.1	655297054.5	3	162744182	162949939
RP11-71H9.2	656846259	3	164388664	164403866
RP11-71H9.1	656940572.5	3	164431887	164549270
SI	657196478.5	3	164696684	164796285
SLITRK3	657359143	3	164904506	164913792
RP11-85M11.2	657769912.5	3	165266624	165373213
BCHE	657972970	3	165490690	165555262
ZBBX	659477883	3	166958198	167097580
SERPINI2	659628178.5	3	167159575	167196794
WDR49	659733874.5	3	167196470	167371291
PDCD10	659876844	3	167401084	167452616
SERPINI1	659948426.5	3	167453509	167543356
RP11-298O21.6	660038627	3	167582559	167594707
RP11-298O21.5	660077761.5	3	167613734	167641801
GOLIM4	660220108	3	167726463	167813765
EGFEM1P	660986858	3	168525339	168548389
MECOM	661541266.5	3	168801285	169381260
RNU6-637P	661888022	3	169437973	169438083
MYNN	661948788	3	169490617	169506971
LRRC34	661970828	3	169511214	169530454
LRRIQ4	661997630.5	3	169539708	169555565
LRRC31	662022304	3	169556965	169587655
SAMD7	662093155.5	3	169629358	169656965
RP11-379K17.4	662122523	3	169661042	169684016
SEC62	662150351	3	169684551	169716163
GPR160	662229448	3	169755715	169803193
PHC3	662302447.5	3	169805370	169899537
PRKCI	662431955	3	169940151	170023771
SKIL	662546011	3	170077409	170114625
CLDN11	662807405	3	170136651	170578171
SLC7A14	662690611.5	3	170177370	170303865
RPL22L1	663035462	3	170582662	170588274
EIF5A2	663066337	3	170606202	170626484
SLC2A2	663179332	3	170714135	170744541
TNIK	663428656.5	3	170779126	171178199
PLD1	663873444	3	171318614	171528286
PP13439	663968641	3	171509578	171527716
TMEM212	664019117.5	3	171561137	171577110
TMEM212-AS1	664056330	3	171594140	171618532
FNDC3B	664388893.5	3	171758342	172119457
GHSR	664614578.5	3	172162921	172166248
TNFSF10	664682291.5	3	172223296	172241299
NCEH1	664838715.5	3	172348433	172429010
ECT2	664953873	3	172468492	172539266
SPATA16	665183097	3	172607146	172859060
RP11-324C10.1	665413135	3	172871525	173054757
NLGN1	666010330	3	173116236	174004436
NAALADL2	667500243	3	174577068	175523430
RP11-71G7.1	668787619.5	3	176321929	176353322
RP11-644C3.1	668923671.5	3	176361727	176585628
TBL1XR1	669275698.5	3	176737141	176914268
LINC00578	669764789.5	3	177159707	177469884
RP11-91K9.1	670025826.5	3	177534651	177617014
RP11-2L8.1	670104024.5	3	177652609	177655452
RP11-33A14.1	670527249.5	3	178051325	178103186
KCNMB2	670869346.5	3	178276486	178562219
ZMAT3	671212533	3	178735009	178790069
PIK3CA	671362090	3	178866309	178957883
KCNMB3	671422653	3	178960557	178984761
ZNF639	671497431	3	179041549	179053325
MFN1	671539093.5	3	179065478	179112721
GNB4	671593178	3	179116988	179169380
ACTL6A	671743426	3	179280666	179306198
MRPL47	671764251.5	3	179306071	179322444
NDUFB5	671782381.5	3	179322488	179342287
USP13	671888860	3	179370541	179507191
PEX5L	672083726	3	179512744	179754720
TTC14	672774336	3	180319916	180328768
CCDC39	672843723.5	3	180331795	180455664
FXR1	673115309.5	3	180630088	180700543
DNAJC19	673154523	3	180701495	180707563
RNU6-4P	673399572	3	180949523	180949633
RP11-416O18.1	674149292.5	3	181670129	181728468
RP11-139K4.1	674634449	3	182164756	182204154
RP11-139K4.2	674670476	3	182216050	182224914
ATP11B	675025349.5	3	182511286	182639425
DCUN1D1	675127140.5	3	182655860	182698433
MCCC1	675225184.5	3	182733004	182817377
LAMP3	675310344	3	182839999	182880701
MCF2L2	675470941	3	182895829	183146065
SNORA81	593681225.5	3	19291909	183170554
KLHL6	675689392	3	183205317	183273479
KLHL24	675827832	3	183353409	183402267
YEATS2	675923003.5	3	183415604	183530415
MAP6D1	675988509	3	183533662	183543368
PARL	676024928	3	183547171	183602697
ABCC5	676136756.5	3	183637720	183735805
HTR3D	676203839.5	3	183750617	183757074
HTR3C	676224641	3	183770833	183778461
HTR3E	676271315	3	183818159	183824483
EIF2B5	676308069	3	183853050	183863100
DVL3	676332281	3	183873174	183891400
AP2M1	676347255	3	183892641	183901881
ABCF3	676357797	3	183903809	183911797
VWA5B2	676404161	3	183948215	183960119
ALG3	676413434.5	3	183960120	183966761
ECE2	676439145	3	183967481	184010821
CAMK2N2	676428120	3	183976999	183979253
PSMD2	676471663.5	3	184016495	184026844
EIF4G1	676493161.5	3	184033194	184053141
FAM131A	676509094.5	3	184055238	184062963
CLCN2	676521700	3	184063971	184079441
POLR2H	676532938	3	184079504	184086384
THPO	676542821.5	3	184089721	184095934
CHRD	676552733	3	184097859	184107619
RP11-433C9.2	676588421	3	184119416	184157438
EPHB3	676739878.5	3	184279570	184300199
VPS8	677100160.5	3	184529929	184770404
C3orf70	677283314	3	184795836	184870804
EHHADH-AS1	677345210	3	184880687	184909745
EHHADH	677390143	3	184908410	184971888
MAP3K13	677593890.5	3	185080906	185206887
TMEM41A	677662111	3	185207387	185216847
LIPH	677697219.5	3	185224048	185270403
SENP2	677777644.5	3	185303960	185351341
IGF2BP2	677902179.5	3	185361525	185542846
TRA2B	678094803	3	185633692	185655926
ETV5	678245493	3	185764095	185826903
DGKG	678422502	3	185864988	186080028
RP11-48F14.1	678642109	3	186172778	186211452
CRYGS	678710354.5	3	186256228	186264493
TBCCD1	678726091	3	186263860	186288334
DNAJB11	678744384.5	3	186285190	186303591
AHSG	678784903.5	3	186330710	186339109
FETUB	678814467	3	186358147	186370799
HRG	678839879	3	186383739	186396031
KNG1	678898258	3	186435118	186461410
EIF4A2	678954506.5	3	186501334	186507691
RFC4	678966078	3	186507682	186524486
ADIPOQ	679018351.5	3	186560461	186576254
ST6GAL1	679172301.5	3	186648272	186796343
RPL39L	679298017.5	3	186838734	186857313
RTP1	679367257.5	3	186915272	186919255
MASP1	679422870	3	186935940	187009812
RTP4	679537986	3	187086118	187089866
RTP2	679868190	3	187416045	187420347
RP11-211G3.3	679885863	3	187420099	187451639
BCL6	679901334	3	187439163	187463517
RP11-30O15.1	679968504.5	3	187513973	187523048
RP11-132N15.3	680138869.5	3	187683554	187694197
AC022498.1	680347458.5	3	187896329	187898600
LPP	680719584.5	3	187930719	188608462
TPRG1	681416422	3	188889761	189043095
TP63	681932136	3	189349214	189615070
LEPREL1	682206611.5	3	189674515	189838720
CLDN1	682481871	3	190023488	190040266
CLDN16	682567790.5	3	190105659	190129934
TMEM207	682607048.5	3	190146442	190167667
IL1RAP	682753861	3	190231889	190375845
GMNC	683025529.5	3	190570665	190580406
OSTN	683399110	3	190930320	190967912
UTS2B	683466635	3	190984955	191048327
CCDC50	683528413	3	191046872	191109966
PYDC2	683629092.5	3	191178950	191179247
RP11-197K6.1	683741623	3	191275111	191308147
FGF12	684443562	3	191860296	192126840
RP11-143P4.2	685328447	3	192862251	192894655
HRASLS	685423773	3	192958912	192988646
ATP13A5	685494599.5	3	192992577	193096634
ATP13A4	685646523	3	193120145	193272913
OPA1	685813260.5	3	193310931	193415602
RP11-699L21.1	686148298.5	3	193675159	193721450
RP11-407B7.1	686227007.5	3	193766707	193787320
RP11-135A1.3	686268150.5	3	193809348	193826965
HES1	686305221.5	3	193853932	193856523
CPN2	686516269.5	3	194060492	194072059
GP5	686567310.5	3	194115548	194119085
ATP13A3	686621241	3	194123399	194219095
LINC00884	686673589.5	3	194208181	194239010
TMEM44	686781270	3	194308400	194354152
LSG1	686827355.5	3	194361515	194393208
AC090505.6	686916017.5	3	194429148	194502899
XXYLT1	687340446	3	194789006	194991898
ACAP2	687529630	3	194995463	195163809
PPP1R2	687705709	3	195241219	195270211
APOD	687753318.5	3	195295571	195311078
AC069513.4	687833611	3	195382434	195384800
MIR570	687876314	3	195426270	195426370
MUC20	687904081.5	3	195447751	195460424
MUC4	687956386	3	195473634	195539150
TNK2	688056327.5	3	195590233	195622434
RP11-480A16.1	688127806.5	3	195676057	195679568
SDHAP1	688151965	3	195686790	195717152
TFRC	688242601.5	3	195776153	195809062
ZDHHC19	688381287	3	195924318	195938268
SLC51A	688401832	3	195943373	195960303
PCYT1A	688437905.5	3	195961237	196014586
TCTEX1D2	688481618.5	3	196018088	196045161
TM4SF19	688507834.5	3	196050420	196065261
UBXN7	688566933	3	196074531	196159347
RNF168	688663140.5	3	196195652	196230641
SMCO1	688687986.5	3	196233746	196242239
WDR53	688738277	3	196281054	196295512
FBXO45	688755738.5	3	196295557	196315932
NRROS	688827710	3	196366555	196388877
CEP19	688886150	3	196433146	196439166
PIGX	688901044	3	196439243	196462857
PAK2	688963117	3	196466726	196559520
SENP5	689078150	3	196594725	196661587
NCBP2	689115867	3	196662276	196669470
PIGZ	689134453	3	196673212	196695706
AC011322.1	689162281	3	196710759	196713815
MFI2	689192643	3	196728609	196756689
DLG1	689347433	3	196769429	197025449
AC128709.2	689639620	3	197185274	197193978
BDH1	689709750	3	197236652	197282860
AC024560.3	689797831.5	3	197340896	197354779
KIAA0226	689882733.5	3	197401887	197463592
FYTTD1	689945538	3	197476619	197514469
LRCH3	690008294.5	3	197518143	197598458
IQCG	690101412	3	197615944	197686892
RPL35A	690130163.5	3	197676856	197683483
LMLN	690176481.5	3	197687091	197765884
ANKRD18DP	690245966	3	197784400	197807544
RNU6-821P	690248229	3	197798180	197798290
AC073135.3	690287704	3	197836981	197838439
FAM157A	690352997.5	3	197880119	197925888
ZNF595	690529177	4	53208	60298
AC118278.1	690602719.5	4	130240	130351
AC079140.1	690690482	4	218002	218114
ZNF732	690754211	4	264462	299112
ZNF141	690827562	4	331621	378655
ZNF721	690936638.5	4	435482	492947
ABCA11P	690915995	4	419222	467920
PIGG	690985592.5	4	493017	533320
PDE6B	691114392.5	4	619393	664544
ATP5I	691139600	4	666223	668129
MYL5	691146190.5	4	671709	675824
MFSD7	691151848	4	675616	683232
PCGF3	691204415	4	699552	764430
CPLX1	691271789.5	4	778743	819988
GAK	691357000	4	843064	926088
TMEM175	691411733.5	4	926173	952446
DGKQ	691432433.5	4	952673	967346
SLC26A1	691452466.5	4	972859	987226
IDUA	691461963.5	4	980783	998296
FGFRL1	691484647	4	1003765	1020681
RNF212	691559353	4	1066542	1107316
RP11-20I20.2	691589506.5	4	1107425	1126740
AC092535.3	691618748.5	4	1145158	1147491
SPON2	691636114.5	4	1160718	1166663
CTBP1	691696504.5	4	1205234	1242927
CTBP1-AS2	691735083	4	1243237	1282081
MAEA	691781206	4	1283637	1333927
UVSSA	691833842	4	1341102	1381734
FAM53A	692136222	4	1641606	1685990
SLBP	692176828.5	4	1694525	1714284
TMEM129	692192793	4	1717678	1723060
TACC3	692207506	4	1723264	1746900
FGFR3	692275243	4	1795037	1810601
LETM1	692308014	4	1813204	1857976
WHSC1	692411677	4	1894570	1983936
NELFA	692470563	4	1984439	2011839
C4orf48	692517129.5	4	2043718	2045693
NAT8L	692538451	4	2061237	2070817
POLN	692631170.5	4	2073643	2243850
HAUS3	692709392	4	2230074	2243862
MXD4	692729014	4	2249157	2264023
ZFYVE28	692818281.5	4	2271323	2420392
RP11-503N18.1	692898260.5	4	2420699	2430974
RP11-503N18.3	692930608	4	2451698	2464670
RNF4	692972004.5	4	2481578	2517583
FAM193A	693153149.5	4	2627157	2734294
TNIP2	693223169	4	2743385	2758105
SH3BP2	693300808.5	4	2813944	2842825
ADD1	693361109.5	4	2845582	2931789
MFSD10	693406664	4	2932293	2936187
NOP14	693424810	4	2939658	2965114
GRK4	693476388.5	4	2965453	3042476
HTT	693633466	4	3076406	3245678
MSANTD1	693729159.5	4	3249201	3264270
RGS12	693851177	4	3315872	3441634
HGFAC	693919836.5	4	3443612	3451213
DOK7	693953048	4	3465036	3496212
LRPAP1	693993618.5	4	3508101	3534288
LINC00955	694057587.5	4	3578594	3591733
RP3-368B9.2	694107653	4	3634754	3635704
AC226119.5	694425241.5	4	3948485	3957150
OTOP1	694681997	4	4190528	4228618
TMEM128	694716028	4	4237267	4249941
LYAR	694753086	4	4269426	4291898
ZBTB49	694780169.5	4	4291976	4323515
NSG1	694857750	4	4349865	4420787
STX18	694954649	4	4420693	4543757
STX18-AS1	695100722	4	4543929	4712667
MSX1	695335952	4	4861391	4865665
CYTL1	695491180	4	5016311	5021201
STK32B	695750371	4	5053167	5502727
C4orf6	696000629.5	4	5526881	5529530
EVC2	696109654	4	5564164	5710296
EVC	696244272	4	5712922	5830774
CRMP1	696331062	4	5822489	5894787
C4orf50	696447619	4	5958843	5991547
JAKMIP1	696587528	4	6027924	6202284
RP11-586D19.1	696693676	4	6202458	6240046
WFS1	696760708.5	4	6271575	6304994
PPP2R2C	696870663	4	6322303	6474175
MAN2B2	697073419.5	4	6576900	6625091
MRFAP1	697115561	4	6641816	6644458
AC093323.3	697148900	4	6675176	6677776
S100P	697169270	4	6694794	6698898
BLOC1S4	697191038.5	4	6717840	6719389
KIAA0232	697307603	4	6784465	6885893
TBC1D14	697445629	4	6911570	7034840
TADA2B	697524822.5	4	7045116	7059681
GRPEL1	697537702.5	4	7060631	7069926
SORCS2	697941833.5	4	7194263	7744556
AFAP1	698323471.5	4	7760440	7941655
ABLIM2	698536528.5	4	7967771	8160438
SH3TC1	698694386	4	8201092	8242832
HTRA3	698762589	4	8271490	8308840
ACOX3	698877647.5	4	8368007	8442440
TRMT44	698932825.5	4	8442548	8478255
RP11-689P11.2	698983870	4	8508553	8514339
GPR78	699058208	4	8582291	8589277
CPZ	699080356.5	4	8594385	8621480
HMX1	699343583.5	4	8868774	8873545
FAM90A26	699647718	4	9172133	9178455
USP17L17	699718825	4	9245603	9247199
USP17L30	699838075	4	9364853	9366449
RP11-1396O13.13	699860650	4	9385741	9390711
DEFB131	699921674	4	9446258	9452242
AC097493.1	700074425.5	4	9601950	9602053
SLC2A9	700397901.5	4	9827846	10023109
WDR1	700569647.5	4	10075961	10118486
ZNF518B	700922665	4	10441496	10458986
CLNK	701059678	4	10488017	10686491
MIR572	701842922	4	11370449	11370547
RP11-281P23.2	702230228.5	4	11724117	11791492
RP11-168E17.1	702711432	4	12225104	12252912
HSP90AB2P	703809906	4	13335036	13339928
RAB28	703900092.5	4	13369346	13485991
BOD1L1	704072278.5	4	13570360	13629349
RP11-341G5.1	704267251.5	4	13656801	13932854
LINC01085	704600058	4	14113590	14141678
RP11-669M16.1	704713078.5	4	14236871	14244438
LINC00504	705153365	4	14472087	14889795
RP11-665G4.1	705690476	4	15006564	15429540
CPEB2	705510461.5	4	15004296	15071779
C1QTNF7	705867098.5	4	15341558	15447791
CC2D2A	706009758.5	4	15471487	15603182
FBXL5	706104022.5	4	15606160	15657037
BST1	706191608.5	4	15704571	15733798
CD38	706289801	4	15779899	15854855
FGFBP1	706411201.5	4	15937190	15940365
FGFBP2	706435786.5	4	15961864	15964861
PROM1	706500014.5	4	15969855	16085326
TAPT1	706667570	4	16162126	16228166
TAPT1-AS1	706747620.5	4	16228628	16321765
ZEB2P1	706853150.5	4	16362505	16398948
LDB2	707174222	4	16503162	16900434
RP11-141E13.1	707497636	4	16974896	17075528
RP11-576E20.1	707652955	4	17173378	17187684
QDPR	707973363	4	17488019	17513859
CLRN2	707995181.5	4	17516786	17528729
LAP3	708066627	4	17578813	17609593
MED28	708098415	4	17616252	17635730
FAM184B	708179456	4	17630927	17783137
DCAF16	708279753.5	4	17802276	17812383
NCAPG	708301929	4	17812523	17846487
LCORL	708425291.5	4	17882250	18023485
RP11-3J1.1	709788711.5	4	19173956	19458619
RP11-608O21.1	710156611	4	19457057	19911317
SLIT2	710911107.5	4	20255185	20622182
PACRGL	711188146	4	20702034	20729410
KCNIP4	711813064.5	4	20730857	21950424
RP11-17E2.2	712613719.5	4	21950636	22331955
GPR125	712925766	4	22389005	22517679
RP11-552M14.1	713588541.5	4	23107123	23125112
RP11-380P13.1	714138834.5	4	23562544	23770277
RP11-380P13.2	714202467.5	4	23724883	23735204
PPARGC1A	714315096	4	23793642	23891702
DHX15	715030059.5	4	24529096	24586175
SOD3	715272198.5	4	24797083	24802466
CCDC149	715333547.5	4	24807737	24914510
LGI2	715488909	4	25000467	25032503
SEPSECS	715614274	4	25121634	25162066
PI4K2B	715730579.5	4	25235595	25280716
ZCCHC4	715815630.5	4	25314406	25372007
ANAPC4	715871901.5	4	25378833	25420122
SLC34A2	716141342	4	25657464	25680372
SEL1L3	716279242	4	25749053	25864583
SMIM20	716396054	4	25915824	25931436
RBPJ	716849729	4	26321330	26433280
CCKAR	716959977	4	26483020	26492086
TBC1D19	717143679.5	4	26585536	26756975
STIM2	717416449.5	4	26862461	27025590
AC024132.1	717687000.5	4	27209125	27220028
RP11-415C15.2	717723898	4	27219099	27283849
RP11-123O22.1	718991908	4	28437069	28601899
RP11-292B1.2	719479605	4	28998144	29016218
RP11-472K22.1	719634585	4	29119928	29204394
PCDH7	721406182	4	30723043	31144473
RP11-617I14.1	721665455.5	4	31172764	31213299
RP11-734I18.1	722550447.5	4	31999017	32157030
RP11-79E3.3	724442162	4	33897959	34041517
RP11-79E3.2	724404798.5	4	33883318	33981431
RP11-548L20.1	724670672.5	4	34125126	34271371
ARAP2	726629299.5	4	36067618	36246133
DTHD1	726788934.5	4	36285642	36347379
RP11-722M1.1	727043342.5	4	36498313	36643524
RP11-103J17.1	727576046.5	4	37080197	37127048
KIAA1239	727820888.5	4	37245840	37451089
C4orf19	728062075.5	4	37585853	37593450
RELL1	728123684.5	4	37614521	37688000
PGM2	728318830.5	4	37828253	37864560
TBC1D1	728489175	4	37892706	38140796
RP11-83C7.2	728945966	4	38422281	38524803
RP11-213G21.2	729041382	4	38565622	38572294
